Name,Age,Years of Experience, Salary ,Role
udaiy,29,4,310000,HR Executive
udal,29,4,310000,HR Executive
uday,29,4,310000,HR Executive
udesh,29,4,310000,HR Executive
udham,29,4,310000,HR Executive
udi,29,4,310000,HR Executive
udit,29,4,310000,HR Executive
udita,29,4,310000,HR Executive
udmai,29,4,310000,HR Executive
uganta,29,4,310000,HR Executive
ugma,29,4,310000,HR Executive
ujama,29,4,310000,HR Executive
ujamma,29,4,310000,HR Executive
ujir,29,4,310000,HR Executive
ujjair,29,4,310000,HR Executive
ujjawal,29,4,310000,HR Executive
ujjwal,29,4,310000,HR Executive
uma,29,4,310000,HR Executive
umakant,29,4,310000,HR Executive
umanath,29,4,310000,HR Executive
umang,29,4,310000,HR Executive
umar,29,4,310000,HR Executive
umardaraz,29,4,310000,HR Executive
umardeen,29,4,310000,HR Executive
umasankar,29,4,310000,HR Executive
umashankar,29,4,310000,HR Executive
umashanker,29,4,310000,HR Executive
umda,29,4,310000,HR Executive
umedi,29,4,310000,HR Executive
umesh,29,4,310000,HR Executive
umesha,29,4,310000,HR Executive
umlesh,29,4,310000,HR Executive
umma,29,4,310000,HR Executive
umme,29,4,310000,HR Executive
umrawti,29,4,310000,HR Executive
unkar,29,4,310000,HR Executive
unknown,29,4,310000,HR Executive
unnati,29,4,310000,HR Executive
upasana,29,4,310000,HR Executive
upasna,29,4,310000,HR Executive
upender,29,4,310000,HR Executive
upendra,29,4,310000,HR Executive
urendra,29,4,310000,HR Executive
urmila,29,4,310000,HR Executive
urvarshi,29,4,310000,HR Executive
urvashi,29,4,310000,HR Executive
urwashi,29,4,310000,HR Executive
usha,29,4,310000,HR Executive
usmaan,29,4,310000,HR Executive
usman,29,4,310000,HR Executive
utam,29,4,310000,HR Executive
utkarsh,29,4,310000,HR Executive
utpana,29,4,310000,HR Executive
uttam,29,4,310000,HR Executive
uzma,29,4,310000,HR Executive
vadhi,29,4,310000,HR Executive
vahab,29,4,310000,HR Executive
vaibahv,29,4,310000,HR Executive
vaibav,29,4,310000,HR Executive
vaibhav,29,4,310000,HR Executive
vaid,29,4,310000,HR Executive
vaijanti,29,4,310000,HR Executive
vaishali,29,4,310000,HR Executive
vaishanvi,29,4,310000,HR Executive
vajid,29,4,310000,HR Executive
vakeel,29,4,310000,HR Executive
vakesh,29,4,310000,HR Executive
vakil,29,4,310000,HR Executive
vakila,29,4,310000,HR Executive
valentina,29,4,310000,HR Executive
vandana,29,4,310000,HR Executive
vandhana,29,4,310000,HR Executive
vandhna,29,4,310000,HR Executive
vandita,29,4,310000,HR Executive
vandna,29,4,310000,HR Executive
vanish,29,4,310000,HR Executive
vansh,29,4,310000,HR Executive
vanshika,29,4,310000,HR Executive
vanshu,29,4,310000,HR Executive
vansu,29,4,310000,HR Executive
varda,29,4,310000,HR Executive
varisha,29,4,310000,HR Executive
varsa,29,4,310000,HR Executive
varsh,29,4,310000,HR Executive
varsha,29,4,310000,HR Executive
varun,29,4,310000,HR Executive
vasa,29,4,310000,HR Executive
vaseem,29,4,310000,HR Executive
vashanavi,29,4,310000,HR Executive
vashila,29,4,310000,HR Executive
vashisast,29,4,310000,HR Executive
vashu,29,4,310000,HR Executive
vashudev,29,4,310000,HR Executive
vasida,29,4,310000,HR Executive
vasim,29,4,310000,HR Executive
vasiya,29,4,310000,HR Executive
vasu,29,4,310000,HR Executive
vasuki,29,4,310000,HR Executive
vazid,29,4,310000,HR Executive
ved,29,4,310000,HR Executive
vedanand,29,4,310000,HR Executive
vedehi,29,4,310000,HR Executive
vedh,29,4,310000,HR Executive
vedprakash,29,4,310000,HR Executive
veejita,29,4,310000,HR Executive
veena,29,4,310000,HR Executive
veenita,29,4,310000,HR Executive
veenu,29,4,310000,HR Executive
veepal,29,4,310000,HR Executive
veepinchand,29,4,310000,HR Executive
veer,29,4,310000,HR Executive
sushila,29,4,310000,HR Executive
sangita yadav,29,4,310000,HR Executive
neelam yadav,29,4,310000,HR Executive
laxmi,29,4,310000,HR Executive
upasna,29,4,310000,HR Executive
sumitra devi,29,4,310000,HR Executive
pooja,29,4,310000,HR Executive
swati,29,4,310000,HR Executive
radhika,29,4,310000,HR Executive
ravinder kaur @ rajni,29,4,310000,HR Executive
vashanavi @ mona,29,4,310000,HR Executive
kavit goyar,29,4,310000,HR Executive
amida @ poonam,29,4,310000,HR Executive
raju meena,29,4,310000,HR Executive
manisha,29,4,310000,HR Executive
smt nisha,29,4,310000,HR Executive
sapna,29,4,310000,HR Executive
aanchal,29,4,310000,HR Executive
sangeeta,29,4,310000,HR Executive
reetu @ reeta,29,4,310000,HR Executive
samman,29,4,310000,HR Executive
reshma,29,4,310000,HR Executive
ekta,29,4,310000,HR Executive
rakhi soni,29,4,310000,HR Executive
kumari monki,29,4,310000,HR Executive
poonam,29,4,310000,HR Executive
asmita,29,4,310000,HR Executive
srimati radhika,29,4,310000,HR Executive
geeta @ kamla,29,4,310000,HR Executive
soni kumari,29,4,310000,HR Executive
vidya devi,29,4,310000,HR Executive
sonu devi,29,4,310000,HR Executive
fakiha,29,4,310000,HR Executive
saheen,29,4,310000,HR Executive
rukshana,29,4,310000,HR Executive
sahista @ ruksar,29,4,310000,HR Executive
renu bala,29,4,310000,HR Executive
sanna,29,4,310000,HR Executive
sunita,29,4,310000,HR Executive
sona,29,4,310000,HR Executive
klu kumari rokaya,29,4,310000,HR Executive
ganga ram,29,4,310000,HR Executive
soniya,29,4,310000,HR Executive
aafreen fatima,29,4,310000,HR Executive
shetal,29,4,310000,HR Executive
sangeeta,29,4,310000,HR Executive
kajal,29,4,310000,HR Executive
suchi sharma,29,4,310000,HR Executive
suman,29,4,310000,HR Executive
sarswati,29,4,310000,HR Executive
soniya,29,4,310000,HR Executive
gita pokharial,29,4,310000,HR Executive
khusbu,29,4,310000,HR Executive
ku. reetu,29,4,310000,HR Executive
sanju yadav,29,4,310000,HR Executive
jaya,29,4,310000,HR Executive
geet,29,4,310000,HR Executive
neha,29,4,310000,HR Executive
madhu,29,4,310000,HR Executive
deepti shekhawat,29,4,310000,HR Executive
doli,29,4,310000,HR Executive
sushma kapoor,29,4,310000,HR Executive
pryanka god,29,4,310000,HR Executive
tulsi,29,4,310000,HR Executive
radha,29,4,310000,HR Executive
suraj kumari,29,4,310000,HR Executive
rani,29,4,310000,HR Executive
meena @ beena,29,4,310000,HR Executive
kiran,29,4,310000,HR Executive
bsram devi,29,4,310000,HR Executive
manisha,29,4,310000,HR Executive
durgabai,29,4,310000,HR Executive
smt rajani,29,4,310000,HR Executive
fuljhadi & rubby,29,4,310000,HR Executive
ritu,29,4,310000,HR Executive
beena,29,4,310000,HR Executive
bhuri devi,29,4,310000,HR Executive
durga,29,4,310000,HR Executive
smt raji devi,29,4,310000,HR Executive
smt parwati devi,29,4,310000,HR Executive
hemlata,29,4,310000,HR Executive
sunita kumawat,29,4,310000,HR Executive
vimala,29,4,310000,HR Executive
saroj,29,4,310000,HR Executive
laxmi,29,4,310000,HR Executive
bulbul,29,4,310000,HR Executive
laxmi,29,4,310000,HR Executive
santosh,29,4,310000,HR Executive
pooja kumari,29,4,310000,HR Executive
sabana@moni,29,4,310000,HR Executive
dolly,29,4,310000,HR Executive
sonu dhakad,29,4,310000,HR Executive
madhu,29,4,310000,HR Executive
neetu,29,4,425000,HR Associate
akansha,29,4,425000,HR Associate
tabassum urf mona,29,4,425000,HR Associate
khushboo kumari,29,4,425000,HR Associate
ansu,29,4,425000,HR Associate
khushbu,29,4,425000,HR Associate
priti,29,4,425000,HR Associate
muni,29,4,425000,HR Associate
smt sujata,29,4,425000,HR Associate
uma devi,29,4,425000,HR Associate
puspa mintiz,29,4,425000,HR Associate
annu sharma,29,4,425000,HR Associate
mansha,29,4,425000,HR Associate
smt premi devi  ,29,4,425000,HR Associate
smt dhapoo devi,29,4,425000,HR Associate
shahida,29,4,425000,HR Associate
soniya,29,4,425000,HR Associate
priyanka,29,4,425000,HR Associate
rebecca xavier,29,4,425000,HR Associate
renuka @ reshu,29,4,425000,HR Associate
krishna,29,4,425000,HR Associate
meenakshi,29,4,425000,HR Associate
monika,29,4,425000,HR Associate
neha,29,4,425000,HR Associate
rahi@ beby,29,4,425000,HR Associate
vishakha,29,4,425000,HR Associate
lushi,29,4,425000,HR Associate
sawana parveen,29,4,425000,HR Associate
gudiya,29,4,425000,HR Associate
deepa,29,4,425000,HR Associate
rakhi,29,4,425000,HR Associate
joshna bai,29,4,425000,HR Associate
komal,29,4,425000,HR Associate
manju,29,4,425000,HR Associate
aarifa bano,29,4,425000,HR Associate
santosh d/o gokul singh r/o kudi taragar  ps jawaj,29,4,425000,HR Associate
aneeta,29,4,425000,HR Associate
palak,29,4,425000,HR Associate
smt samrin,29,4,425000,HR Associate
raghuvinder kaur bhatia,29,4,425000,HR Associate
geeta d/o raj kumar,29,4,425000,HR Associate
sanju,29,4,425000,HR Associate
amarmula,29,4,425000,HR Associate
megha,29,4,425000,HR Associate
priyanka,29,4,425000,HR Associate
renu,29,4,425000,HR Associate
kiran gupta,29,4,425000,HR Associate
priyanka ,29,4,425000,HR Associate
suchita marki,29,4,425000,HR Associate
sahin,29,4,425000,HR Associate
meena,29,4,425000,HR Associate
soniya pandit,29,4,425000,HR Associate
khushboo,29,4,425000,HR Associate
vandna,29,4,425000,HR Associate
rajni,29,4,425000,HR Associate
sunita,29,4,425000,HR Associate
mamta pandey,29,4,425000,HR Associate
saraswati,29,4,425000,HR Associate
jyoti sharma,29,4,425000,HR Associate
km doli,29,4,425000,HR Associate
payana nagar,29,4,425000,HR Associate
priyanka,29,4,425000,HR Associate
seema,29,4,425000,HR Associate
sukhvir kaur,29,4,425000,HR Associate
urmila,29,4,425000,HR Associate
kanchan @ rekha,29,4,425000,HR Associate
nirmal kour,29,4,425000,HR Associate
sita kumari,29,4,425000,HR Associate
kanchan,29,4,425000,HR Associate
anshika,29,4,425000,HR Associate
anandi,29,4,425000,HR Associate
pinki,29,4,425000,HR Associate
smt. sukhdeep kaur,29,4,425000,HR Associate
indra,29,4,425000,HR Associate
noorjhan,29,4,425000,HR Associate
anjali,29,4,425000,HR Associate
kalpana,29,4,425000,HR Associate
shakuntla,29,4,425000,HR Associate
smt vinita,29,4,425000,HR Associate
maya bai,29,4,425000,HR Associate
chanda kumari,29,4,425000,HR Associate
pinki,29,4,425000,HR Associate
tavvasum,29,4,425000,HR Associate
dolley,29,4,425000,HR Associate
deepa,29,4,425000,HR Associate
phoola,29,4,425000,HR Associate
meenakshi raj sharma,29,4,425000,HR Associate
leena,29,4,425000,HR Associate
madhu,29,4,425000,HR Associate
pooja,29,4,425000,HR Associate
tajinder kaur,29,4,425000,HR Associate
rekha,29,4,425000,HR Associate
seema,29,4,425000,HR Associate
sunita,29,4,425000,HR Associate
hemlata @ makku,29,4,425000,HR Associate
smt.sabita daive,29,4,425000,HR Associate
laxmi babu,29,4,425000,HR Associate
sonia,29,4,425000,HR Associate
pooja,29,4,425000,HR Associate
baby shine,29,4,425000,HR Associate
sweta,29,4,425000,HR Associate
ruby,29,4,425000,HR Associate
bhawna,29,4,425000,HR Associate
aarti,29,4,425000,HR Associate
munni,29,4,425000,HR Associate
sashi,29,4,425000,HR Associate
busra @ muskan,29,4,425000,HR Associate
farzana,29,4,425000,HR Associate
nidhi,29,4,425000,HR Associate
komal,29,4,425000,HR Associate
rizwana,29,4,425000,HR Associate
roshni balai,29,4,425000,HR Associate
meenu,29,4,425000,HR Associate
ku. rekha,29,4,425000,HR Associate
rizwana,29,4,425000,HR Associate
km shivani,29,4,425000,HR Associate
smt. rashida khatoon,29,4,425000,HR Associate
kavita,29,4,425000,HR Associate
km. alka,29,4,425000,HR Associate
guddiya @ gita,29,4,425000,HR Associate
rashmi chawla,29,4,425000,HR Associate
sayja,29,4,425000,HR Associate
sayja,29,4,425000,HR Associate
kanchan @ chotu,29,4,425000,HR Associate
mehru nisha,29,4,425000,HR Associate
shagufta@munny,29,4,425000,HR Associate
rajni dhawan,29,4,425000,HR Associate
miss elvis sianhoimuan,29,4,425000,HR Associate
kumari shri devi,29,4,425000,HR Associate
sakina,29,4,425000,HR Associate
ugma parveen,29,4,425000,HR Associate
madhu,29,4,425000,HR Associate
girija,29,4,425000,HR Associate
sonali pandey,29,4,425000,HR Associate
fatima,29,4,425000,HR Associate
asha,29,4,425000,HR Associate
kamal,29,4,425000,HR Associate
nisha,29,4,425000,HR Associate
anjani devi,29,4,425000,HR Associate
lilavati kumari,29,4,425000,HR Associate
salomi hemroda,29,4,425000,HR Associate
nisha,29,4,425000,HR Associate
shiwani,29,4,425000,HR Associate
vironika,29,4,425000,HR Associate
nisha,29,4,425000,HR Associate
priya,29,4,425000,HR Associate
aarti,29,4,425000,HR Associate
aarti,29,4,425000,HR Associate
usha,29,4,425000,HR Associate
kasish w/o,29,4,425000,HR Associate
asha devi,29,4,425000,HR Associate
diti sharma,29,4,425000,HR Associate
parul,29,4,425000,HR Associate
asmin,29,4,425000,HR Associate
pooja,29,4,425000,HR Associate
hemlata,29,4,425000,HR Associate
babita,29,4,425000,HR Associate
pooja,29,4,425000,HR Associate
durga,29,4,425000,HR Associate
soni kumari,29,4,425000,HR Associate
reena @ laxmi,29,4,425000,HR Associate
babita kumari,29,4,425000,HR Associate
suman chobe,29,4,425000,HR Associate
mamta,29,4,425000,HR Associate
poonam,29,4,425000,HR Associate
poonam,29,4,425000,HR Associate
santi with sons suraj and nitin,29,4,425000,HR Associate
sanju kanwar w/o,29,4,425000,HR Associate
priti,29,4,425000,HR Associate
priya,29,4,425000,HR Associate
pooja,29,4,425000,HR Associate
pinki,29,4,425000,HR Associate
neha,29,4,425000,HR Associate
priyanka,29,4,425000,HR Associate
anu,29,4,425000,HR Associate
preeti,29,4,425000,HR Associate
neetu,29,4,425000,HR Associate
neha,29,4,425000,HR Associate
ishu,29,4,425000,HR Associate
vimla,29,4,425000,HR Associate
chetana,29,4,425000,HR Associate
suman,29,4,425000,HR Associate
sundari,29,4.5,425000,HR Associate
neha,29,4.5,425000,HR Associate
kunti,29,4.5,425000,HR Associate
rukshar,29,4.5,425000,HR Associate
laxmi,29,4.5,425000,HR Associate
sulekha kumari,29,4.5,425000,HR Associate
neha,29,4.5,425000,HR Associate
seeba,29,4.5,425000,HR Associate
rukhsar,29,4.5,425000,HR Associate
roshan bai,29,4.5,425000,HR Associate
seema,29,4.5,425000,HR Associate
"kanya bai with her 1,1/2 yr. child(girl)",29,4.5,425000,HR Associate
munni,29,4.5,425000,HR Associate
sushree veena,29,4.5,425000,HR Associate
pooja kanwar,29,4.5,425000,HR Associate
smt. prami devi,29,4.5,425000,HR Associate
babita,29,4.5,425000,HR Associate
smt mota,29,4.5,425000,HR Associate
smt. balti,29,4.5,425000,HR Associate
seema,29,4.5,425000,HR Associate
nutan,29,4.5,425000,HR Associate
tannu,29,4.5,425000,HR Associate
tannu,29,4.5,425000,HR Associate
tannu,29,4.5,425000,HR Associate
neelam,29,4.5,425000,HR Associate
kamna,29,4.5,425000,HR Associate
kavita,29,4.5,425000,HR Associate
anita d/o ramewsh kumar,29,4.5,425000,HR Associate
manju,29,4.5,425000,HR Associate
kirashan,30,4.5,425000,HR Associate
kiriti,30,4.5,425000,HR Associate
kirodimal,30,4.5,425000,HR Associate
kirorimal,30,4.5,425000,HR Associate
kirpa,30,4.5,425000,HR Associate
kirshan,30,4.5,425000,HR Associate
kirshanpal,30,4.5,425000,HR Associate
kirshn,30,4.5,425000,HR Associate
kirshna,30,4.5,425000,HR Associate
kirti,30,4.5,425000,HR Associate
kirtiman,30,4.5,425000,HR Associate
kisan,30,4.5,425000,HR Associate
kishan,30,4.5,425000,HR Associate
kishana,30,4.5,425000,HR Associate
kishmat,30,4.5,425000,HR Associate
kishn,30,4.5,425000,HR Associate
kishnaram,30,4.5,425000,HR Associate
kishor,30,4.5,425000,HR Associate
kishore,30,4.5,425000,HR Associate
kismat/,30,4.5,425000,HR Associate
kismti,30,4.5,425000,HR Associate
kisori,30,4.5,425000,HR Associate
kiswar,30,4.5,425000,HR Associate
kitti,30,4.5,425000,HR Associate
klash,30,4.5,425000,HR Associate
klu,30,4.5,425000,HR Associate
km0,30,4.5,425000,HR Associate
kmles,30,4.5,425000,HR Associate
kmo,30,4.5,425000,HR Associate
knheyalal,30,4.5,425000,HR Associate
kohinoor,30,4.5,425000,HR Associate
koilu,30,4.5,425000,HR Associate
kokil,30,4.5,425000,HR Associate
kokila,30,4.5,425000,HR Associate
komal,30,4.5,425000,HR Associate
konika,30,4.5,425000,HR Associate
konti,30,4.5,425000,HR Associate
kooki,30,4.5,425000,HR Associate
kosaleya,30,4.5,425000,HR Associate
kosalya,30,4.5,425000,HR Associate
kosar,30,4.5,425000,HR Associate
koshal,30,4.5,425000,HR Associate
koshalya,30,4.5,425000,HR Associate
koshlya,30,4.5,425000,HR Associate
koslya,30,4.5,425000,HR Associate
kosylaya,30,4.5,425000,HR Associate
kouchu,30,4.5,425000,HR Associate
koushik,30,4.5,425000,HR Associate
koyal,30,4.5,425000,HR Associate
koyali,30,4.5,425000,HR Associate
kranti,30,4.5,425000,HR Associate
krashana,30,4.5,425000,HR Associate
krashna,30,4.5,425000,HR Associate
kripal,30,4.5,425000,HR Associate
kripya,30,4.5,425000,HR Associate
krisana,30,4.5,425000,HR Associate
krish,30,4.5,425000,HR Associate
krishama,30,4.5,425000,HR Associate
krishan,30,4.5,425000,HR Associate
krishana,30,4.5,425000,HR Associate
krishen,30,4.5,425000,HR Associate
krishka,30,4.5,425000,HR Associate
krishma,30,4.5,425000,HR Associate
krishn,30,4.5,425000,HR Associate
krishna,30,4.5,425000,HR Associate
krishnal,30,4.5,425000,HR Associate
kriti,30,4.5,425000,HR Associate
kritika,30,4.5,425000,HR Associate
kudeep,30,4.5,425000,HR Associate
kudtusu,30,4.5,425000,HR Associate
kulbhushan,30,4.5,425000,HR Associate
kulbir,30,4.5,425000,HR Associate
kuldeel,30,4.5,425000,HR Associate
kuldeep,30,4.5,425000,HR Associate
kulina,30,4.5,425000,HR Associate
kulli,30,4.5,425000,HR Associate
kulsum,30,4.5,425000,HR Associate
kulvinder,30,4.5,425000,HR Associate
kulwant,30,4,425000,HR Associate
sheetal and child jeet,32,5,425000,HR Associate
pooja,31,5,425000,HR Associate
jyoti,31,5,425000,HR Associate
ratni,31,5,425000,HR Associate
fareen,31,5,425000,HR Associate
lalita,31,5,425000,HR Associate
yasmeen,31,5,425000,HR Associate
preeti,31,5,425000,HR Associate
preeti,31,5,425000,HR Associate
anjali,31,5,425000,HR Associate
chameli devi,31,5,425000,HR Associate
pinki,31,5,425000,HR Associate
ram wati,31,5,425000,HR Associate
smt. sahjadi,31,5,425000,HR Associate
waheeda,31,5,425000,HR Associate
afsana khatun,31,5,425000,HR Associate
seema,31,5,425000,HR Associate
sarmeela,31,5,425000,HR Associate
chanchal kumari,31,5,425000,HR Associate
ekta,31,5,425000,HR Associate
anju,31,5,425000,HR Associate
smt simran,31,5,425000,HR Associate
laxmi,31,5,425000,HR Associate
sangeeta,31,5,425000,HR Associate
seema,32,4.5,425000,HR Associate
sangeeta,32,4.5,425000,HR Associate
ravina,32,4.5,425000,HR Associate
priyanka,32,4.5,425000,HR Associate
anju,32,4.5,425000,HR Associate
smt soni,32,4.5,425000,HR Associate
shalu singh,32,4.5,425000,HR Associate
fatma,32,4.5,425000,HR Associate
bharti,32,4.5,425000,HR Associate
bharti,32,4.5,425000,HR Associate
bharti,32,4.5,425000,HR Associate
bharti,32,4.5,425000,HR Associate
bharti,32,4.5,425000,HR Associate
pooja jonwal,32,4.5,425000,HR Associate
umma kumari,32,4.5,425000,HR Associate
annu,32,4.5,425000,HR Associate
vadhi,32,4.5,425000,HR Associate
smt chandra,32,4.5,425000,HR Associate
kumari kamlesh,32,4.5,425000,HR Associate
md faruk,32,4.5,425000,HR Associate
shashi seni,32,4.5,425000,HR Associate
anita,32,4.5,425000,HR Associate
rajiya,32,4.5,425000,HR Associate
smt seta devi,32,4.5,425000,HR Associate
smt sarin,32,4.5,425000,HR Associate
nazrana,32,4.5,425000,HR Associate
lali urf kismat,32,4.5,425000,HR Associate
sangita & vinita,32,4.5,425000,HR Associate
dimpal,32,4.5,425000,HR Associate
priya,32,4.5,425000,HR Associate
budhwanti ,32,4.5,425000,HR Associate
anju,32,4.5,425000,HR Associate
anjali,32,4.5,425000,HR Associate
rinki,32,4.5,425000,HR Associate
jaya,32,4.5,425000,HR Associate
rimasha,32,4.5,425000,HR Associate
pakhali @ jita,32,4.5,425000,HR Associate
rachana,32,4.5,425000,HR Associate
barkha,32,4.5,425000,HR Associate
sapna,32,4.5,425000,HR Associate
asha devi,32,4.5,425000,HR Associate
poonam devi,32,4.5,425000,HR Associate
kumari tanu,32,4.5,425000,HR Associate
soni,32,4.5,425000,HR Associate
amita,32,4.5,425000,HR Associate
nandi devi,32,4.5,425000,HR Associate
reshma,32,4.5,425000,HR Associate
sheela,32,4.5,425000,HR Associate
pawan preet kaur,32,4.5,425000,HR Associate
heena parveen,32,4.5,425000,HR Associate
soni,32,4.5,425000,HR Associate
sonia,32,4.5,425000,HR Associate
sabeena,32,4.5,425000,HR Associate
vishnu devi,32,4.5,425000,HR Associate
bharti,32,4.5,425000,HR Associate
lajja devi,32,4.5,425000,HR Associate
anita nagesia,32,4.5,425000,HR Associate
sandhya rani,32,4.5,425000,HR Associate
alma wage,32,4.5,425000,HR Associate
vimlesh devi,32,4.5,425000,HR Associate
bharti,32,4.5,425000,HR Associate
najma,32,4.5,425000,HR Associate
annu,32,4.5,425000,HR Associate
sonu morya,32,4.5,425000,HR Associate
chhagana,32,4.5,425000,HR Associate
rosanjahan,32,4.5,425000,HR Associate
chhagana,32,4.5,425000,HR Associate
monika mehar,32,4.5,425000,HR Associate
monika mehar,32,4.5,425000,HR Associate
monika mehar,32,4.5,425000,HR Associate
monika mehar,32,4.5,425000,HR Associate
sudha,32,4.5,425000,HR Associate
bhumika,32,4.5,425000,HR Associate
ariba khan,32,4.5,425000,HR Associate
shikha saklani,32,4.5,425000,HR Associate
kusum,32,4.5,425000,HR Associate
madhu,32,4.5,425000,HR Associate
kajal,32,4.5,425000,HR Associate
sabana,32,4.5,425000,HR Associate
neelam,32,4.5,425000,HR Associate
vinita,32,4.5,425000,HR Associate
deepa,32,4.5,425000,HR Associate
farheen,32,4.5,425000,HR Associate
aafreen,32,4.5,425000,HR Associate
soni,32,4.5,425000,HR Associate
km mohini,32,4.5,425000,HR Associate
riya,32,4.5,425000,HR Associate
jyoti gupta,32,4.5,425000,HR Associate
sumitra,32,4.5,425000,HR Associate
smt sheela,32,4.5,425000,HR Associate
meena,32,4.5,425000,HR Associate
pooja,32,4.5,425000,HR Associate
sonali priydarshni jaina,32,4.5,425000,HR Associate
saeshta,32,4.5,425000,HR Associate
jainab @ huma,32,4.5,425000,HR Associate
rukhsana,32,4.5,425000,HR Associate
shabnam,32,4.5,425000,HR Associate
soni d/o,32,4.5,425000,HR Associate
seema,32,4.5,425000,HR Associate
jyoti,32,4.5,425000,HR Associate
gauri,32,4.5,425000,HR Associate
neelam,32,4.5,425000,HR Associate
lalita devi,32,4.5,425000,HR Associate
dolo,32,4.5,425000,HR Associate
gudiya rani,32,4.5,425000,HR Associate
meera,32,4.5,425000,HR Associate
shushma,32,4.5,425000,HR Associate
kamlesh ( with 1 year child),32,4.5,425000,HR Associate
sunita,32,4.5,425000,HR Associate
manju,32,4.5,425000,HR Associate
smt. somi,32,4.5,425000,HR Associate
hema ( with child 11 year akash ).,32,4.5,425000,HR Associate
ayushi sharma,32,4.5,425000,HR Associate
saloni,32,4.5,425000,HR Associate
pooja,32,4.5,425000,HR Associate
nisha,32,4.5,425000,HR Associate
nitu @ kalu,32,4.5,425000,HR Associate
kusum,32,4.5,425000,HR Associate
shivani,32,4.5,425000,HR Associate
bhawana bharti,32,4.5,425000,HR Associate
madhu ishmta,32,4.5,425000,HR Associate
yasmin,32,4.5,425000,HR Associate
radha devi,32,4.5,425000,HR Associate
dhapu,32,4.5,425000,HR Associate
mehnaj,32,4.5,425000,HR Associate
nisha,32,4.5,425000,HR Associate
rakhi,32,4.5,425000,HR Associate
rakhi devi,32,4.5,425000,HR Associate
manju,32,4.5,425000,HR Associate
seema,32,5.5,325000,HR Executive
hasbul nisha,32,5.5,325000,HR Executive
bhteri,32,5.5,325000,HR Executive
smt.khasti devi,32,5.5,325000,HR Executive
smt indra devi,32,5.5,325000,HR Executive
smt. meena,32,5.5,325000,HR Executive
mainka,32,5.5,325000,HR Executive
rajani,32,5.5,325000,HR Executive
kanchan,32,5.5,325000,HR Executive
rawana,32,5.5,325000,HR Executive
jully,32,5.5,325000,HR Executive
balvinder kaur,32,5.5,325000,HR Executive
bironica ekka,32,5.5,325000,HR Executive
sapna,32,5.5,325000,HR Executive
laxmi,32,5.5,325000,HR Executive
manisha,32,5.5,325000,HR Executive
nisha,32,5.5,325000,HR Executive
kanchan,32,5.5,325000,HR Executive
vipasha @ binni,32,5.5,325000,HR Executive
shikha,32,5.5,325000,HR Executive
anita,32,5.5,325000,HR Executive
rekha,32,5.5,325000,HR Executive
jyoti,32,5.5,325000,HR Executive
smt.saroj,32,5.5,325000,HR Executive
alish,32,5.5,325000,HR Executive
baliya begam @ chanda,32,5.5,325000,HR Executive
kiran,32,5.5,325000,HR Executive
suman,32,5.5,325000,HR Executive
doli,32,5.5,325000,HR Executive
anjali,32,5.5,325000,HR Executive
rekha,32,5.5,325000,HR Executive
neelam,32,5.5,325000,HR Executive
priti,32,5.5,325000,HR Executive
seema puri,32,5.5,325000,HR Executive
savita,32,5.5,325000,HR Executive
bimla,32,5.5,325000,HR Executive
shweta,32,5.5,325000,HR Executive
gaytri,32,5.5,325000,HR Executive
renu,32,5.5,325000,HR Executive
gulshan khatton,32,5.5,325000,HR Executive
manju,32,5.5,325000,HR Executive
rukhsar,32,5.5,325000,HR Executive
soniya,32,5.5,325000,HR Executive
alkesh,32,5.5,325000,HR Executive
km jyoti,32,5.5,325000,HR Executive
manju,32,5.5,325000,HR Executive
gulista,32,5.5,325000,HR Executive
ruksana,32,5.5,325000,HR Executive
priyanka dhama,32,5.5,325000,HR Executive
pritee,32,5.5,325000,HR Executive
kamla,32,5.5,325000,HR Executive
smt. soniya,32,5.5,325000,HR Executive
sanjida,32,5.5,325000,HR Executive
kajal,32,5.5,325000,HR Executive
rukhsar,32,5.5,325000,HR Executive
hazara,32,5.5,325000,HR Executive
babita @ neetu,32,5.5,325000,HR Executive
nisha,32,5.5,325000,HR Executive
moti zariya devi,32,5.5,325000,HR Executive
pooja,32,5.5,325000,HR Executive
khushbari@ khushi,32,5.5,325000,HR Executive
rubina @ ruhi,32,5.5,325000,HR Executive
usha,32,5.5,325000,HR Executive
dilshadi begum,32,5.5,325000,HR Executive
renuka,32,5.5,325000,HR Executive
km doli,32,5.5,325000,HR Executive
jasvinder kour,32,5.5,325000,HR Executive
mamta,32,5.5,325000,HR Executive
priyanka,32,5.5,325000,HR Executive
sima,32,5.5,325000,HR Executive
frjana,32,5.5,325000,HR Executive
neha chopra,32,5.5,325000,HR Executive
pushpa devi,32,5.5,325000,HR Executive
neha mani,32,5.5,325000,HR Executive
rani,32,5.5,325000,HR Executive
rupali vishwas,32,5.5,325000,HR Executive
pinky devi,32,5.5,325000,HR Executive
seema,32,5.5,325000,HR Executive
preeti kumari,32,5.5,325000,HR Executive
kajal kumari,32,5.5,325000,HR Executive
simran,32,5.5,325000,HR Executive
suman,32,5.5,325000,HR Executive
seema,32,5.5,325000,HR Executive
koyal,32,5.5,325000,HR Executive
priyanka,32,5.5,325000,HR Executive
gulshan,32,5.5,325000,HR Executive
rekha,32,5.5,325000,HR Executive
