Name,Age,Years of Experience,Salary,Role
kelama,27,3,305000,HR Assistant
kelashi,27,3,305000,HR Assistant
keli,27,3,305000,HR Assistant
kesar,27,3,305000,HR Assistant
kesav,27,3,305000,HR Assistant
nasruddin,27,3,305000,HR Assistant
nasrudeen,27,3,305000,HR Assistant
nasrul,27,3,305000,HR Assistant
nassin,27,3,305000,HR Assistant
natasha,27,3,305000,HR Assistant
natha,27,3,305000,HR Assistant
nathani,27,3,305000,HR Assistant
nathi,27,3,305000,HR Assistant
nathiya,27,3,305000,HR Assistant
nathu,27,3,305000,HR Assistant
nathulal,27,3,305000,HR Assistant
nathuram,27,3,305000,HR Assistant
natthu,27,3,305000,HR Assistant
naulakh,27,3,305000,HR Assistant
naulesh,27,3,305000,HR Assistant
nausad,27,3,305000,HR Assistant
naushad,27,3,305000,HR Assistant
naushi,27,3,305000,HR Assistant
naval,27,3,305000,HR Assistant
navdeep,27,3,305000,HR Assistant
naved,27,3,305000,HR Assistant
naveeda,27,3,305000,HR Assistant
naveela,27,3,305000,HR Assistant
naveen,27,3,305000,HR Assistant
naveena,27,3,305000,HR Assistant
navendra,27,3,305000,HR Assistant
navi,27,3,305000,HR Assistant
navin,27,3,305000,HR Assistant
navita,27,3,305000,HR Assistant
naviya,27,3,305000,HR Assistant
navjat,27,3,305000,HR Assistant
navjoot,27,3,305000,HR Assistant
navleen,27,3,305000,HR Assistant
navneet,27,3,305000,HR Assistant
navnit,27,3,305000,HR Assistant
nawab,27,3,305000,HR Assistant
nawal,27,3,305000,HR Assistant
nawaz,27,3,305000,HR Assistant
nawed,27,3,305000,HR Assistant
nayaka,27,3,305000,HR Assistant
nayamati,27,3,305000,HR Assistant
nayan,27,3,305000,HR Assistant
nayana,27,3,305000,HR Assistant
nayeem,27,3,305000,HR Assistant
nayna,27,3,305000,HR Assistant
nazahat,27,3,305000,HR Assistant
nazani,27,3,305000,HR Assistant
nazeem,27,3,305000,HR Assistant
nazia,27,3,305000,HR Assistant
nazibuneesha,27,3,305000,HR Assistant
nazim,27,3,305000,HR Assistant
nazima,27,3,305000,HR Assistant
nazir,27,3,305000,HR Assistant
nazira,27,3,305000,HR Assistant
nazirul,27,3,305000,HR Assistant
naziya,27,3,305000,HR Assistant
nazma,27,3,305000,HR Assistant
nazmaa,27,3,305000,HR Assistant
nazmin,27,3,305000,HR Assistant
nazmuslam,27,3,305000,HR Assistant
nazneen,27,3,305000,HR Assistant
nazrana,27,3,305000,HR Assistant
nazreen,27,3,305000,HR Assistant
nazrin,27,3,305000,HR Assistant
neaha,27,3,305000,HR Assistant
neela,27,3,305000,HR Assistant
neelachal,27,3,305000,HR Assistant
neelajan,27,3,305000,HR Assistant
neelam,27,3,305000,HR Assistant
neeli,27,3,305000,HR Assistant
neelima,27,3,305000,HR Assistant
neelkant,27,3,305000,HR Assistant
neelu,27,3,305000,HR Assistant
neema,27,3,305000,HR Assistant
neemi,27,3,305000,HR Assistant
neeraj,27,3,305000,HR Assistant
neeru,27,3,305000,HR Assistant
vaishali,27,3,305000,HR Assistant
anita,27,3,305000,HR Assistant
sabrina pewel hawell,27,3,305000,HR Assistant
lalita,27,3,305000,HR Assistant
bhawna,27,3,305000,HR Assistant
rihana,27,3,305000,HR Assistant
shahida,27,3,305000,HR Assistant
savita,27,3,305000,HR Assistant
pinki,27,3,305000,HR Assistant
ranjana,27,3,305000,HR Assistant
tina,27,3,305000,HR Assistant
km meenu,27,3,305000,HR Assistant
gaytri,27,3,305000,HR Assistant
meenakshi,27,3,305000,HR Assistant
ravina,27,3,305000,HR Assistant
riju,27,3,305000,HR Assistant
smt kavita,27,3,305000,HR Assistant
kajal @ payal,27,3,305000,HR Assistant
mema,27,3,305000,HR Assistant
sahgufta,27,3,305000,HR Assistant
nisha thakur,27,3,305000,HR Assistant
priyanka with a child tusar,27,3,305000,HR Assistant
suman,27,3,305000,HR Assistant
usha devi with her two child-dheeraj & shivani,27,3,305000,HR Assistant
sugna,27,3,305000,HR Assistant
asha,27,3,305000,HR Assistant
fahira soni,27,3,305000,HR Assistant
sheela,27,3,305000,HR Assistant
aarti devi,27,3,305000,HR Assistant
zarina,27,3,305000,HR Assistant
smt fareeda,27,3,305000,HR Assistant
kumari renu,27,3,305000,HR Assistant
rekha devi,27,3,305000,HR Assistant
sonia,27,3,305000,HR Assistant
poonam @ purnima,27,3,305000,HR Assistant
rubbina,27,3,305000,HR Assistant
bhawana,27,3,305000,HR Assistant
bhart,27,3,305000,HR Assistant
komal @ pinki,27,3,305000,HR Assistant
kumari mamta,27,3,305000,HR Assistant
deepa devi,27,3,305000,HR Assistant
sunita,27,3,305000,HR Assistant
smt sanju,27,3.5,305000,HR Assistant
mamta,27,3.5,305000,HR Assistant
nargish,27,3.5,305000,HR Assistant
gita,27,3.5,305000,HR Assistant
tanya mishra,27,3.5,305000,HR Assistant
suhani @ chhutki,27,3.5,305000,HR Assistant
durga @ sheetal,27,3.5,305000,HR Assistant
punam,27,3.5,305000,HR Assistant
rama @mona,27,3.5,305000,HR Assistant
seema,27,3.5,305000,HR Assistant
shrishti,27,3.5,305000,HR Assistant
bharti,27,3.5,305000,HR Assistant
rakhi,27,3.5,305000,HR Assistant
dimple,27,3.5,305000,HR Assistant
farmeena d/o kamar khan,27,3.5,305000,HR Assistant
smt monika,27,3.5,305000,HR Assistant
dur ga,27,3.5,305000,HR Assistant
nandini @ meenu,27,3.5,305000,HR Assistant
smt suman,27,3.5,305000,HR Assistant
smt. hemlata,27,3.5,305000,HR Assistant
smt mamta devi,27,3.5,305000,HR Assistant
"raju, sahi ram, khusbu",27,3.5,305000,HR Assistant
sandhya,27,3.5,305000,HR Assistant
km. shama,27,3.5,305000,HR Assistant
chanchal saini,27,3.5,305000,HR Assistant
rashmi @ nidhi,27,3.5,305000,HR Assistant
radhika,27,3.5,305000,HR Assistant
mamta,27,3.5,305000,HR Assistant
kajal,27,3.5,305000,HR Assistant
bimla marman,27,3.5,305000,HR Assistant
sarmila,27,3.5,305000,HR Assistant
meenakshi rawat,27,3.5,305000,HR Assistant
tabbusum,27,3.5,305000,HR Assistant
renu,27,3.5,305000,HR Assistant
suman,27,3.5,305000,HR Assistant
indra wati,27,3.5,305000,HR Assistant
suman,27,3.5,305000,HR Assistant
beena,27,3.5,305000,HR Assistant
smt manju,27,3.5,305000,HR Assistant
komal,27,3.5,305000,HR Assistant
madhu devi,27,3.5,305000,HR Assistant
smt pooja,27,3.5,305000,HR Assistant
smt. madhu urf sonu,27,3.5,305000,HR Assistant
asha,27,3.5,305000,HR Assistant
aasha,27,3.5,305000,HR Assistant
savita kumar,27,3.5,305000,HR Assistant
meena devi,27,3.5,305000,HR Assistant
pushpa,27,3.5,305000,HR Assistant
jenny,27,3.5,305000,HR Assistant
smt bhagwani,27,3.5,305000,HR Assistant
bhawari,27,3.5,305000,HR Assistant
deepa,27,3.5,305000,HR Assistant
balvinder kaur d/o late s. amreek singh,27,3.5,305000,HR Assistant
farjana,27,3.5,305000,HR Assistant
poonam,27,3.5,305000,HR Assistant
maaya,27,3.5,305000,HR Assistant
vimla,27,3.5,305000,HR Assistant
sapna,27,3.5,305000,HR Assistant
सुश्री आशा कुमारी,27,3.5,305000,HR Assistant
firdosh,27,3.5,305000,HR Assistant
manju,27,3.5,305000,HR Assistant
beni dangi,27,3.5,305000,HR Assistant
laxmi,27,3.5,305000,HR Assistant
tinvkal sharma,27,3.5,305000,HR Assistant
mahjabi,27,3.5,305000,HR Assistant
taki moon,27,3.5,305000,HR Assistant
pooja,27,3.5,305000,HR Assistant
anjali,27,3.5,305000,HR Assistant
poonam,27,3.5,305000,HR Assistant
reena,27,3.5,305000,HR Assistant
bhawar kali,27,3.5,305000,HR Assistant
archana,27,3.5,305000,HR Assistant
jyoti,27,3.5,305000,HR Assistant
miss. hansa,27,3.5,305000,HR Assistant
smt. rani,27,3.5,305000,HR Assistant
smt bahvarkali,27,3.5,305000,HR Assistant
lavli,27,3.5,305000,HR Assistant
sangeta,27,3.5,305000,HR Assistant
sosari gameti,27,3.5,305000,HR Assistant
laxmi,27,3.5,305000,HR Assistant
km tanjeem,27,3.5,305000,HR Assistant
mintu devi,27,3.5,305000,HR Assistant
malika,27,3.5,305000,HR Assistant
rijwana,27,3.5,305000,HR Assistant
anju,27,3.5,305000,HR Assistant
sushmita rai,27,3.5,305000,HR Assistant
sunita @radha,27,3.5,305000,HR Assistant
vaishali,27,3.5,305000,HR Assistant
shipra pandey,27,3.5,305000,HR Assistant
mansi,27,3.5,305000,HR Assistant
neetu,27,3.5,305000,HR Assistant
manju singh,27,3.5,305000,HR Assistant
jyoti,27,3.5,305000,HR Assistant
neha,27,3.5,305000,HR Assistant
rani,27,3.5,305000,HR Assistant
pataso devi,27,3.5,305000,HR Assistant
rajesh bai,27,3.5,305000,HR Assistant
priyanka,27,3.5,305000,HR Assistant
mamta,27,3.5,305000,HR Assistant
lovely,27,3.5,305000,HR Assistant
komal,27,3.5,305000,HR Assistant
nisha,27,3.5,305000,HR Assistant
anamika,27,3.5,305000,HR Assistant
malti,27,3.5,305000,HR Assistant
ekata meena @ kiran,27,3.5,305000,HR Assistant
sonia,27,3.5,305000,HR Assistant
miss mamta,27,3.5,305000,HR Assistant
kumari ritika sethi,27,3.5,305000,HR Assistant
km0 hina,27,3.5,305000,HR Assistant
hajari bai,27,3.5,305000,HR Assistant
savitri,27,3.5,305000,HR Assistant
susmita,27,3.5,305000,HR Assistant
arsi,27,3.5,305000,HR Assistant
sapna,27,3.5,305000,HR Assistant
praveen,27,3.5,305000,HR Assistant
neha,27,3.5,305000,HR Assistant
pooja,27,3.5,305000,HR Assistant
arti,27,3.5,305000,HR Assistant
santra,27,3.5,305000,HR Assistant
manisha,27,3.5,305000,HR Assistant
kamlesh @ asha,27,3.5,305000,HR Assistant
smt rekha meghwal,27,3.5,305000,HR Assistant
anshu,27,3.5,305000,HR Assistant
rinku,27,3.5,305000,HR Assistant
smh.sugana,27,3.5,305000,HR Assistant
rihana,27,3.5,305000,HR Assistant
manju,27,3.5,305000,HR Assistant
dimpal @ saifali,27,3.5,305000,HR Assistant
nisha rani,27,3.5,305000,HR Assistant
sunita devi,27,3.5,305000,HR Assistant
rizwana,27,3.5,305000,HR Assistant
sunita,27,3.5,305000,HR Assistant
preeti,27,3.5,305000,HR Assistant
farana,27,3.5,305000,HR Assistant
preeti,27,3.5,305000,HR Assistant
priyanka,27,3.5,305000,HR Assistant
sweety,27,3.5,305000,HR Assistant
joyate,27,3.5,305000,HR Assistant
teena,27,3.5,305000,HR Assistant
rakhi,27,3.5,305000,HR Assistant
urmila devi,27,3.5,305000,HR Assistant
gori,27,3.5,305000,HR Assistant
nitu,27,3.5,305000,HR Assistant
papa,28,3.5,305000,HR Assistant
papiya,28,3.5,305000,HR Assistant
papp,28,3.5,380000,HR Specialist
pappe,28,3.5,380000,HR Specialist
pappu,28,3.5,380000,HR Specialist
pappy,28,3.5,380000,HR Specialist
papu,28,3.5,380000,HR Specialist
papuu,28,3.5,380000,HR Specialist
para,28,3.5,380000,HR Specialist
param,28,3.5,380000,HR Specialist
paramdeep,28,3.5,380000,HR Specialist
paramjeet,28,3.5,380000,HR Specialist
paramjit,28,3.5,380000,HR Specialist
paramshela,28,3.5,380000,HR Specialist
paramveer,28,3.5,380000,HR Specialist
paras,28,3.5,380000,HR Specialist
parash,28,3.5,380000,HR Specialist
parashram,28,3.5,380000,HR Specialist
parashu,28,3.5,380000,HR Specialist
parathvi,28,3.5,380000,HR Specialist
paratibha,28,3.5,380000,HR Specialist
parbha,28,3.5,380000,HR Specialist
parbhat,28,3.5,380000,HR Specialist
parbhu,28,3.5,380000,HR Specialist
parbhudayal,28,3.5,380000,HR Specialist
pardeep,28,3.5,380000,HR Specialist
pardep,28,3.5,380000,HR Specialist
pardeshi,28,3.5,380000,HR Specialist
pardhuman,28,3.5,380000,HR Specialist
pareen,28,3.5,380000,HR Specialist
pareeti,28,3.5,380000,HR Specialist
parem,28,3.5,380000,HR Specialist
parerna,28,3.5,380000,HR Specialist
pargat,28,3.5,380000,HR Specialist
pargati,28,3.5,380000,HR Specialist
parhalad,28,3.5,380000,HR Specialist
pari,28,3.5,380000,HR Specialist
pariksha,28,3.5,380000,HR Specialist
parinka,28,3.5,380000,HR Specialist
pariti,28,3.5,380000,HR Specialist
parjinder,28,3.5,380000,HR Specialist
parkash,28,3.5,380000,HR Specialist
parlad,28,3.5,380000,HR Specialist
parmanand,28,3.5,380000,HR Specialist
parmeshwar,28,3.5,380000,HR Specialist
parmeshwari,28,3.5,380000,HR Specialist
parmeswari,28,3.5,380000,HR Specialist
parmila,28,3.5,380000,HR Specialist
parminder,28,3.5,380000,HR Specialist
parmita,28,3.5,380000,HR Specialist
parmjeet,28,3.5,380000,HR Specialist
parmo,28,3.5,380000,HR Specialist
parmod,28,3.5,380000,HR Specialist
parmodh,28,3.5,380000,HR Specialist
parmood,28,3.5,380000,HR Specialist
parnav,28,3.5,380000,HR Specialist
parniti,28,3.5,380000,HR Specialist
paro,28,3.5,380000,HR Specialist
parsanjeet,28,3.5,380000,HR Specialist
parsann,28,3.5,380000,HR Specialist
parsant,28,3.5,380000,HR Specialist
parshant,28,3.5,380000,HR Specialist
parshotam,28,3.5,380000,HR Specialist
parshu,28,3.5,380000,HR Specialist
parsi,28,3.5,380000,HR Specialist
parsnath,28,3.5,380000,HR Specialist
parsuram,28,3.5,380000,HR Specialist
partab,28,3.5,380000,HR Specialist
partap,28,3.5,380000,HR Specialist
parteek,28,3.5,380000,HR Specialist
parth,28,3.5,380000,HR Specialist
partibha,28,3.5,380000,HR Specialist
partik,28,3.5,380000,HR Specialist
partima,28,3.5,380000,HR Specialist
partul,28,3.5,380000,HR Specialist
partyush,28,3.5,380000,HR Specialist
paru,28,3.5,380000,HR Specialist
parul,28,3.5,380000,HR Specialist
parvashi,28,3.5,380000,HR Specialist
parvati,28,3.5,380000,HR Specialist
parveen,28,3.5,380000,HR Specialist
parveena,28,3.5,380000,HR Specialist
parvej,28,3.5,380000,HR Specialist
parven,28,3.5,380000,HR Specialist
parvesh,28,3.5,380000,HR Specialist
parvez,28,3.5,380000,HR Specialist
parvin,28,3.5,380000,HR Specialist
parvinder,28,3.5,380000,HR Specialist
parvti,28,3.5,380000,HR Specialist
parwati,28,3.5,380000,HR Specialist
paryanka,28,3.5,380000,HR Specialist
pasanjeet,28,3.5,380000,HR Specialist
patan,28,3.5,380000,HR Specialist
pataso,28,3.5,380000,HR Specialist
patav,28,3.5,380000,HR Specialist
patender,28,3.5,380000,HR Specialist
patik,28,3.5,380000,HR Specialist
patras,28,3.5,380000,HR Specialist
patric,28,3.5,380000,HR Specialist
paul,28,3.5,380000,HR Specialist
pavan,28,3.5,380000,HR Specialist
pavi,28,3.5,380000,HR Specialist
pavitra,28,3.5,380000,HR Specialist
pavnesh,28,3.5,380000,HR Specialist
pawan,28,3.5,380000,HR Specialist
pawansingh,28,3.5,380000,HR Specialist
pawna,28,3.5,380000,HR Specialist
pawni,28,3.5,380000,HR Specialist
payal,28,3.5,380000,HR Specialist
payana,28,3.5,380000,HR Specialist
pear,28,3.5,380000,HR Specialist
peena,28,3.5,380000,HR Specialist
peentu,28,3.5,380000,HR Specialist
peenu,28,3.5,380000,HR Specialist
peer,28,3.5,380000,HR Specialist
pemaram,28,3.5,380000,HR Specialist
penzin,28,3.5,380000,HR Specialist
pera,28,3.5,380000,HR Specialist
perdeep,28,3.5,380000,HR Specialist
perkash,28,3.5,380000,HR Specialist
permeshwar,28,3.5,380000,HR Specialist
perveen,28,3.5,380000,HR Specialist
pervez,28,3.5,380000,HR Specialist
pervinder,28,3.5,380000,HR Specialist
phakir,28,3.5,380000,HR Specialist
phalguni,28,3.5,380000,HR Specialist
pharjana,28,3.5,380000,HR Specialist
philomina,28,3.5,380000,HR Specialist
phirdos,28,3.5,380000,HR Specialist
phol,28,3.5,380000,HR Specialist
pholwati,28,3.5,380000,HR Specialist
phool,28,3.5,380000,HR Specialist
phoola,28,3.5,380000,HR Specialist
phooleshwar,28,3.5,380000,HR Specialist
phooli,28,3.5,380000,HR Specialist
phoolla,28,3.5,380000,HR Specialist
phoolmani,28,3.5,380000,HR Specialist
phoolo,28,3.5,380000,HR Specialist
phoolwanti,28,3.5,380000,HR Specialist
phoolwati,28,3.5,380000,HR Specialist
phul,28,3.5,380000,HR Specialist
phulbi,28,3.5,380000,HR Specialist
phulkana,28,3.5,380000,HR Specialist
pinkey,28,3.5,380000,HR Specialist
pinki,28,3.5,380000,HR Specialist
pinkoo,28,3.5,380000,HR Specialist
pinku,28,3.5,380000,HR Specialist
pinky,28,3.5,380000,HR Specialist
pinttu,28,3.5,380000,HR Specialist
pintu,28,3.5,380000,HR Specialist
pirmika,28,3.5,380000,HR Specialist
piroj,28,3.5,380000,HR Specialist
piryanka,28,3.5,380000,HR Specialist
pista,28,3.5,380000,HR Specialist
pitar,28,3.5,380000,HR Specialist
pitika,28,3.5,380000,HR Specialist
piuesh,28,3.5,380000,HR Specialist
piyari,28,3.5,380000,HR Specialist
piyus,28,3.5,380000,HR Specialist
piyush,28,3.5,380000,HR Specialist
poga,28,3.5,380000,HR Specialist
pokhar,28,3.5,380000,HR Specialist
poma,28,3.5,380000,HR Specialist
poneem,28,3.5,380000,HR Specialist
pooga,28,3.5,380000,HR Specialist
pooja,28,3.5,380000,HR Specialist
pooja/varsha,28,3.5,380000,HR Specialist
poojadevi,28,3.5,380000,HR Specialist
pool,28,3.5,380000,HR Specialist
poonam,28,3.5,380000,HR Specialist
pooran,28,3.5,380000,HR Specialist
pooranmal,28,3.5,380000,HR Specialist
poornima,28,3.5,380000,HR Specialist
popinder,28,3.5,380000,HR Specialist
poshetty,28,3.5,380000,HR Specialist
suman,28,3.5,380000,HR Specialist
pooja,28,3.5,380000,HR Specialist
roshani,28,3.5,380000,HR Specialist
anu,28,3.5,380000,HR Specialist
kala bai,28,3.5,380000,HR Specialist
sadhna singh @ dimple,28,3.5,380000,HR Specialist
preeti,28,3.5,380000,HR Specialist
limca,28,3.5,380000,HR Specialist
rekha,28,3.5,380000,HR Specialist
manisha,28,3.5,380000,HR Specialist
suman,28,3.5,380000,HR Specialist
laxmi @ pooja,28,3.5,380000,HR Specialist
babali yadav,28,3.5,380000,HR Specialist
vimal,28,3.5,380000,HR Specialist
nayaka rahman,28,3.5,380000,HR Specialist
kushmi devi,28,3.5,380000,HR Specialist
jainab khan,28,3.5,380000,HR Specialist
heena,28,3.5,380000,HR Specialist
sanju,28,3.5,380000,HR Specialist
pooja,28,3.5,380000,HR Specialist
sanjogta,28,3.5,380000,HR Specialist
deepu @ nisha,28,3.5,380000,HR Specialist
geetika,28,3.5,380000,HR Specialist
smt  alka rani,28,3.5,380000,HR Specialist
alka rani,28,3.5,380000,HR Specialist
smt channu bansada,28,3.5,380000,HR Specialist
aarti,28,3.5,380000,HR Specialist
priyanka @ pinki,28,3.5,380000,HR Specialist
rani,28,3.5,380000,HR Specialist
komal,28,3.5,380000,HR Specialist
tasleem,28,3.5,380000,HR Specialist
sahnara,28,3.5,380000,HR Specialist
geeta devi,28,3.5,380000,HR Specialist
ashish,28,3.5,380000,HR Specialist
smt. ranjana devi,28,3.5,380000,HR Specialist
nisha,28,3.5,380000,HR Specialist
nisha khurshid,28,3.5,380000,HR Specialist
suman ( with two child ),28,3.5,380000,HR Specialist
leela nath,28,3.5,380000,HR Specialist
chandani,28,3.5,380000,HR Specialist
sonia banerjee,28,3.5,380000,HR Specialist
meena,28,3.5,380000,HR Specialist
prasanta,28,3.5,380000,HR Specialist
ruksana khatoon,28,3.5,380000,HR Specialist
ajmit kaur,28,3.5,380000,HR Specialist
jyoti,28,3.5,380000,HR Specialist
jyoti,28,3.5,380000,HR Specialist
nazima,28,3.5,380000,HR Specialist
poonam kumari,28,3.5,380000,HR Specialist
razia devi,28,3.5,380000,HR Specialist
ganga,28,3.5,380000,HR Specialist
laxmi @ mona,28,3.5,380000,HR Specialist
mankuri devi,28,3.5,380000,HR Specialist
rennu,28,3.5,380000,HR Specialist
suman,28,3.5,380000,HR Specialist
laxmi,28,3.5,380000,HR Specialist
smt momin,28,3.5,380000,HR Specialist
keshar ninama,28,3.5,380000,HR Specialist
rekha,28,3.5,380000,HR Specialist
babali,28,3.5,380000,HR Specialist
km geetali,28,3.5,380000,HR Specialist
km gitali,28,3.5,380000,HR Specialist
swati,28,3.5,380000,HR Specialist
rakhi,28,3.5,380000,HR Specialist
reena mehar,28,3.5,380000,HR Specialist
smt laxmi urf gudiya,28,3.5,380000,HR Specialist
samiya meena,28,3.5,380000,HR Specialist
aarti,28,3.5,380000,HR Specialist
kumari soni,28,3.5,380000,HR Specialist
shabana,28,3.5,380000,HR Specialist
annu,28,3.5,380000,HR Specialist
pinky @ rahul,28,3.5,380000,HR Specialist
soba d/o ajay kr,28,3.5,380000,HR Specialist
payal,28,3.5,380000,HR Specialist
rinki,28,3.5,380000,HR Specialist
sangeeta,28,3.5,380000,HR Specialist
daya,28,3.5,380000,HR Specialist
dipika,28,3.5,380000,HR Specialist
pushpa jha,28,3.5,380000,HR Specialist
rakhi,28,3.5,380000,HR Specialist
pooja,28,3.5,380000,HR Specialist
seema bai,28,3.5,380000,HR Specialist
soni,28,3.5,380000,HR Specialist
rajkali,28,3.5,380000,HR Specialist
soniya,28,3.5,380000,HR Specialist
ku  anchal,28,3.5,380000,HR Specialist
sajini,28,3.5,380000,HR Specialist
asha,28,3.5,380000,HR Specialist
pammy kumari,28,3.5,380000,HR Specialist
geeta,28,3.5,380000,HR Specialist
geeta devi jat,28,3.5,380000,HR Specialist
asha,28,3.5,380000,HR Specialist
pooja,28,3.5,380000,HR Specialist
soni kumari,28,3.5,380000,HR Specialist
poonam,28,3.5,380000,HR Specialist
preeti @monu,28,3.5,380000,HR Specialist
norti,28,3.5,380000,HR Specialist
pinki sharma,28,3.5,380000,HR Specialist
sujata dhawan,28,3.5,380000,HR Specialist
asrani toppo d/o,28,3.5,380000,HR Specialist
panmati,28,3.5,380000,HR Specialist
hiri,28,3.5,380000,HR Specialist
hemlata,28,3.5,380000,HR Specialist
samreen,28,3.5,380000,HR Specialist
madhvi @ madhu,28,3.5,380000,HR Specialist
shiwani,28,3.5,380000,HR Specialist
santosh,28,3.5,380000,HR Specialist
rizvana,28,3.5,380000,HR Specialist
babita,28,3.5,380000,HR Specialist
maina,28,3.5,380000,HR Specialist
pampa mukharji,28,3.5,380000,HR Specialist
anjli d/o,28,3.5,380000,HR Specialist
rajani,28,3.5,380000,HR Specialist
sheela jain,28,3.5,380000,HR Specialist
shivalika,28,3.5,380000,HR Specialist
sonam,28,3.5,380000,HR Specialist
rajkumari with her daughter,28,3.5,380000,HR Specialist
purnima devi,28,3.5,380000,HR Specialist
priyanka,28,3.5,380000,HR Specialist
smt rina,28,3.5,380000,HR Specialist
godambari devi,28,3.5,380000,HR Specialist
vimala devi,28,3.5,380000,HR Specialist
neelachal,28,3.5,380000,HR Specialist
silpa jain,28,3.5,380000,HR Specialist
lalutha,28,3.5,380000,HR Specialist
smt. somanti w/0 ghyanshyam kanjar,28,3.5,380000,HR Specialist
dholi,28,3.5,380000,HR Specialist
lalita,28,3.5,380000,HR Specialist
smt. manohari,28,3.5,380000,HR Specialist
lali  devi,28,3.5,380000,HR Specialist
sumitra thapa,28,3.5,380000,HR Specialist
bimla,28,3.5,380000,HR Specialist
ekta,28,3.5,380000,HR Specialist
jyoti,28,3.5,380000,HR Specialist
saroj,28,3.5,380000,HR Specialist
sahajha praveen,28,3.5,380000,HR Specialist
suman,28,3.5,380000,HR Specialist
rajni,28,3.5,380000,HR Specialist
simran,28,3.5,380000,HR Specialist
panchma,28,3.5,380000,HR Specialist
divya bharti,28,3.5,380000,HR Specialist
renu,28,3.5,380000,HR Specialist
sunita,28,3.5,380000,HR Specialist
ku. ankita,28,3.5,380000,HR Specialist
smt anita,28,3.5,380000,HR Specialist
bharti,28,3.5,380000,HR Specialist
anita,28,3.5,380000,HR Specialist
sonam,28,3.5,380000,HR Specialist
anjali @ puttan,28,3.5,380000,HR Specialist
seema vishwakarma @ sapna,28,4,310000,HR Assistant
kiran kumari,28,4,310000,HR Assistant
shadiya,28,4,310000,HR Assistant
arti kumari,28,4,310000,HR Assistant
jyoti,28,4,310000,HR Assistant
nagma,28,4,310000,HR Assistant
nagma,28,4,310000,HR Assistant
rajni,28,4,310000,HR Assistant
mamta,28,4,310000,HR Assistant
neetu,28,4,310000,HR Assistant
neha,28,4,310000,HR Assistant
sheela,28,4,310000,HR Assistant
pooja kumari,28,4,310000,HR Assistant
km antim,28,4,310000,HR Assistant
kanta bai,28,4,310000,HR Assistant
sonu rawat,28,4,310000,HR Assistant
madina,28,4,310000,HR Assistant
bharti,28,4,310000,HR Assistant
pushpa,28,4,310000,HR Assistant
rajinder kaur @ raju,28,4,310000,HR Assistant
kamla devi,28,4,310000,HR Assistant
tinki,28,4,310000,HR Assistant
smt. urmila,28,4,310000,HR Assistant
mehnaz,28,4,310000,HR Assistant
"pooja d/o ramrati r/o govt school, ladpur,delhi",28,4,310000,HR Assistant
nikita,28,4,310000,HR Assistant
smt vandana,28,4,310000,HR Assistant
janki,28,4,310000,HR Assistant
meena,28,4,310000,HR Assistant
mamta,28,4,310000,HR Assistant
pooja,28,4,310000,HR Assistant
kajal,28,4,310000,HR Assistant
leela,28,4,310000,HR Assistant
leela,28,4,310000,HR Assistant
kasturi devi,28,4,310000,HR Assistant
kasturi devi,28,4,310000,HR Assistant
kirti,28,4,310000,HR Assistant
pooja,28,4,310000,HR Assistant
smt parsi,28,4,310000,HR Assistant
vimla devi,28,4,310000,HR Assistant
leela,28,4,310000,HR Assistant
shakuntala,28,4,310000,HR Assistant
smt komal,28,4,310000,HR Assistant
karamjeet kaur,28,4,310000,HR Assistant
smt rekha mahesvri,28,4,310000,HR Assistant
smt rekha mahesvri,28,4,310000,HR Assistant
rekha,28,4,310000,HR Assistant
ritika,28,4,310000,HR Assistant
salma,28,4,310000,HR Assistant
anjali,28,4,310000,HR Assistant
radhika,28,4,310000,HR Assistant
sabita,28,4,310000,HR Assistant
shadna,28,4,310000,HR Assistant
manisha,28,4,310000,HR Assistant
anita,28,4,310000,HR Assistant
smt renu kanwer,28,4,310000,HR Assistant
kajal,28,4,310000,HR Assistant
pinki,28,4,310000,HR Assistant
shivani gupta,28,4,310000,HR Assistant
jayanti bhag,28,4,310000,HR Assistant
anjli maru,28,4,310000,HR Assistant
kumari vaishali vaishnav,28,4,310000,HR Assistant
ku. preeti seni,28,4,310000,HR Assistant
smt sonam,28,4,310000,HR Assistant
smt laxmi devi,28,4,310000,HR Assistant
kumari rekha,28,4,310000,HR Assistant
mamta,28,4,310000,HR Assistant
sarita,28,4,310000,HR Assistant
kr. amita mishra,28,4,310000,HR Assistant
kr. amita mishra,28,4,310000,HR Assistant
reetu,28,4,310000,HR Assistant
sugandha thakor,28,4,310000,HR Assistant
heena,28,4,310000,HR Assistant
savita,28,4,310000,HR Assistant
manisha,28,4,310000,HR Assistant
lavli gupta,28,4,310000,HR Assistant
manjinder kaur,28,4,310000,HR Assistant
jubeda,28,4,310000,HR Assistant
pinki,28,4,310000,HR Assistant
savitri,28,4,310000,HR Assistant
shila devi,28,4,310000,HR Assistant
chanchal,28,4,310000,HR Assistant
neha,28,4,310000,HR Assistant
disha gupta,28,4,310000,HR Assistant
priti,28,4,310000,HR Assistant
km shika,28,4,310000,HR Assistant
smt ratni,28,4,310000,HR Assistant
smt billu bai,28,4,310000,HR Assistant
smt saroj,28,4,310000,HR Assistant
kali devi,28,4,310000,HR Assistant
anshu,28,4,310000,HR Assistant
aachal,28,4,310000,HR Assistant
